"UID","Property Name","Lon","Lat","Agency IDs and BBLs","Names","DOF Assessed Value","Delinquencies, Liens and Arrears","Addresses","Serious Violations Issued in 2010","REAC Number","Borough","CD","City Council District","Census Tract","Building Count","Unit Count","Year Built","Owner","Rental/Coop (Tenure)","Agencies","Portfolios","Owner Profit Status","Affordability Restrictions","Start Affordability Restrictions","Status Mitchell-Lama","Start Mitchell-Lama","Status LIHTC","Placed in Service (LIHTC)","Status HUD Project-Based Rental Assistance","Earliest HUD Project-Based Rental Assistance Contract Start","Status HUD Financing & Insurance","Start HUD Financing & Insurance"
,"700029","890-900 Eighth Avenue","-73.9842188358307","40.764348214454","BBL 1-01025-7502;HFA 1496","890-900 Eighth Avenue",,"Delinquent for over $500 of taxes for at least one year, as of 10/2012","890 EIGHTH AVENUE","0",,"Manhattan","MN05: Midtown","03",,"1","393","2003","THE MARC CONDOMINUM","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"700031","Avalon Bowery Place I","-73.9917706924019","40.724360499783","BBL 1-00456-0007;HFA 1601","Avalon Bowery Place I","19555739",,"285 BOWERY","0",,"Manhattan","MN03: Lower East Side/Chinatown","01","Manhattan 36.02","1","206","2005","CVP II, LLC","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"700032","Avalon Bowery Place II","-73.991197008042","40.7247392331205","BBL 1-00457-0028;HFA 1659","Avalon Bowery Place II","11092500",,"12 EAST 1 STREET","0",,"Manhattan","MN03: Lower East Side/Chinatown","01","Manhattan 36.02","2","90","2007","CVP III, LLC","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"700033","Avalon Chrystie Place I","-73.9919187225198","40.7234382735318","BBL 1-00427-0030;HFA 1546","Avalon Chrystie Place I","37467000",,"225 CHRYSTIE STREET","0",,"Manhattan","MN03: Lower East Side/Chinatown","01","Manhattan 36.01","1","361",,"CVP I, LLC","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"700035","271 West 47th Street","-73.9870013934483","40.7605138429013","BBL 1-01019-0001;HFA 1478","271 West 47th Street","46287000",,"770 EIGHTH AVENUE","0",,"Manhattan","MN05: Midtown","03","Manhattan 125","1","464","2001","BILTMORE TOWER,","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2004","Never",,"Current","2004","Never",,"Never",
,"700036","Brook Avenue","-73.9156697608399","40.8146179806115","BBL 2-02293-0058;HFA 1689;SHARS 20120035","Brook Avenue;THE BROOK","595350",,"455 EAST 148 STREET;519 BROOK AVENUE","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 43","2","190","2008","BROOK AVENUE HOUSING","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2010","Never",,"Current","2010","Never",,"Never",
,"700037","Chelsea Apartments",,,"HFA 1524","Chelsea Apartments",,,,"0",,"Manhattan",,,,"1","269",,,"Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2004","Never",,"Current","2004","Never",,"Never",
,"700038","Chelsea Arms","-73.9996607690454","40.744246494433","BBL 1-00745-0031;BBL 1-00745-0032;BBL 1-00745-1301;HFA 1420","Chelsea Arms","3670916",,"225 8 AVENUE;301 WEST 21 STREET;303A WEST 21 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 89","3","98","1900","GALILEO ASSOCS. LLC","Rental","Department of Finance;Housing Finance Agency","J-51 Tax Exemption;LIHTC 4%",,"Affordable","2000","Never",,"Current","2000","Never",,"Never",
,"700039","Clinton Green North","-73.9910423755646","40.766172484602","BBL 1-01081-7503;HFA 1585;HFA 1586","775 10th Avenue;Clinton Green North;Clinton Green South",,,"501 WEST 52 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03",,"1","339","1910","THE 501 WEST 52ND ST","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"700042","East 76th Street Apartments","-73.953005440894","40.7701719527454","BBL 1-01470-0030;BBL 1-01471-0010;HFA 1606","417 East 76th Street;438 East 76th Street;East 76th Street Apartments","2735010",,"417 EAST 76 STREET;438 EAST 76 STREET","0",,"Manhattan","MN08: Upper East Side","05","Manhattan 132","2","25","2004","SENIOR LIVING OPTIONS","Rental","Department of Housing Preservation & Development;Housing Finance Agency","Inclusionary Zoning;LIHTC 4%",,"Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"700043","400 East 84th Street","-73.9501568440917","40.7751469574947","BBL 1-01563-0004;HFA 1276","400 East 84th Street","27162000",,"400 EAST 84 STREET","0",,"Manhattan","MN08: Upper East Side","05","Manhattan 136","1","180","1994","1616 FIRST COMPANY","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","1997","Never",,"Current","1997","Never",,"Never",
,"700044","Extra Place Apartments","-73.9917958774752","40.7249231757228","BBL 1-00457-0001;HFA 1582","Extra Place Apartments","3909800",,"2 EAST 1 STREET","0",,"Manhattan","MN03: Lower East Side/Chinatown","01","Manhattan 36.02","1","42","2005","EXTRA PLACE HDFC","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"700046","Gethsemane Apartments","-73.9789702479796","40.7246800093598","BBL 1-00390-7502;HFA 1443","Gethsemane Apartments",,,"338 EAST 8 STREET","0",,"Manhattan","MN03: Lower East Side/Chinatown","02","Manhattan 26.02","1","79","2001","GETHSEMANE GARDEN","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2002","Never",,"Current","2002","Never",,"Never",
,"700047","Kew Garden Hills Apartments","-73.8125418057874","40.725174348782","BBL 4-06809-0001;HFA 1551","Kew Garden Hills Apartments","29241817",,"75-25 153 STREET","0",,"Queens","QN08: Hillcrest/Fresh Meadows","24","Queens 779.01","1","388","2004","153RD STREET ASSOCIAT","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"700048","Bristow-Stebbins Apartments","-73.8947188391376","40.8335941650383","BBL 2-02964-0029;HFA 1484;SHARS 19990506","Bristow-Stebbins Apartments","1245600",,"1402 BRISTOW STREET","0",,"Bronx","BX03: Morrisania/Crotona","16","Bronx 153","1","80","2001","BRISTOW STEBBINS OWNE","Rental","Division of Housing & Community Renewal;Housing Finance Agency","LIHTC 4%;Other HCR Subsidy",,"Affordable","2003","Never",,"Current","2003","Never",,"Never",
,"700049","1314-1330 Merriam Avenue","-73.9257559520808","40.840836897259","BBL 2-02531-0005;HFA 1498","1314-1330 Merriam Avenue","1562400",,"1314 MERRIAM AVENUE","0",,"Bronx","BX04: Highbridge/Concourse","16","Bronx 201","1","98","2001","MERRIAM AVENUE ASSOCI","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2002","Never",,"Current","2002","Never",,"Never",
,"700050","Webster Place Apartments",,,"BBL 2-03142-0091;HFA 1468;SHARS 19990504","HWF - WEBSTER PLACE APTS;Webster Place Apartments",,,"1971 WEBSTER AVENUE","0",,"Bronx","BX05: Fordham/University Heights",,"Bronx 379","1","69",,"WEBSTER PLACE ASSOCIA","Rental","Division of Housing & Community Renewal;Housing Finance Agency","LIHTC 4%;Other HCR Subsidy",,"Affordable","2003","Never",,"Current","2003","Never",,"Never",
,"700051","1975 Birchall Ave. Apts.","-73.8692711943228","40.848329155971","BBL 2-04253-0080;HFA 1521","1975 Birchall Ave. Apts.","2681100",,"1975 BIRCHALL AVENUE","0",,"Bronx","BX11: Morris Park/Bronxdale","15","Bronx 220","1","90","2002","BIRCHALL AVE ASSOCIAT","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2003","Never",,"Current","2003","Never",,"Never",
,"700052","Village East Apartments","-73.9891869586715","40.7279065048932","BBL 1-00462-0035;HFA 1278","Village East Apartments","6444000",,"223 EAST 6 STREET","0",,"Manhattan","MN03: Lower East Side/Chinatown","02","Manhattan 38","1","86","1996","PHILMORE EAST VILLAGE","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","1997","Never",,"Current","1997","Never",,"Never",
,"700053","420 Stockholm Street","-73.916218664073","40.7057428198624","BBL 3-03261-0020;HFA 1404","420 Stockholm Street","419310","Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","418 STOCKHOLM STREET","0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 443","1","35","1931","420 STOCKHOLM STREETA","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2000","Never",,"Current","2000","Never",,"Never",
,"700055","2089 Creston Avenue","-73.9040236067517","40.8539679815117","BBL 2-03169-0045;HFA 1562","2089 Creston Avenue","1500300",,"2087 CRESTON AVENUE","0",,"Bronx","BX05: Fordham/University Heights","14","Bronx 241","1","92","2003","CRESTON AVENUE ASSOCI","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"700056","Schaefer Brewery Apartments","-73.9692366434721","40.708642961372","BBL 3-02134-0036;HFA 1544","Schaefer Brewery Apartments","770544","Delinquent for over $500 of taxes for at least one year, as of 10/2012","460 KENT AVENUE","0",,"Brooklyn","BK01: Greenpoint/Williamsburg","33","Brooklyn 577","1","140",,"KENT WATERFRONT ASSOC","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"700059","Prospect Plaza Apartments (H)","-73.9183051111532","40.671948017517","BBL 3-01459-0080;BBL 3-01459-0082;BBL 3-01463-0001;HFA 1556;SHARS 20070425;SHARS 20120038","467 Howard Avenue;PROSPECT PLAZA;Prospect Plaza Apartments (H)","24931863",,"1720 PROSPECT PLACE;1741 PARK PLACE;1813 PROSPECT PLACE;1817 PROSPECT PLACE;406 SARATOGA AVENUE;441 HOWARD AVENUE","0",,"Brooklyn","BK16: Brownsville","41","Brooklyn 363","21","151","2008","NYC PARTNERSHIP HOUSI","Rental","Division of Housing & Community Renewal;Housing Finance Agency","LIHTC 4%;Other HCR Subsidy",,"Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"700062","321 East 21st Street","-73.9805614947484","40.7363097937716","BBL 1-00927-0014;HFA 1632","321 East 21st Street","505755",,"321 EAST 21 STREET","0",,"Manhattan","MN06: Stuyvesant Town/Turtle Bay","02","Manhattan 64","1","22",,"319 EAST 21ST STREET","Rental","Housing Finance Agency","Inclusionary Zoning;LIHTC 4%",,"Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"700063","300 East 39th Street","-73.9731922102206","40.7475425572615","BBL 1-00944-0045;HFA 1450","300 East 39th Street","20511000",,"300 EAST 39 STREET","0",,"Manhattan","MN06: Stuyvesant Town/Turtle Bay","04","Manhattan 78","1","254","2000","TISHMAN SPEYER ARCHST","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Finance Agency","421a Tax Exemption;Inclusionary Zoning;LIHTC 4%",,"Affordable","2001","Never",,"Current","2001","Never",,"Never",
,"700066","180 West 20th Street","-73.996849599673","40.7417734366744","BBL 1-00795-0001;HFA 1463","180 West 20th Street","25389000",,"158 WEST 20 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 87","1","256","2000","20TH AND SEVENTH ASSO","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2002","Never",,"Current","2002","Never",,"Never",
,"700067","535 West 23rd Street","-74.0052909072376","40.7486269841692","BBL 1-00695-0015;HFA 1495","535 West 23rd Street","26361000",,"527 WEST 23 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 99","1","313","2001","23RD CHELSEA ASSOCIAT","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2004","Never",,"Current","2004","Never",,"Never",
,"700069","Reverend Polite Avenue Apartments","-73.8998059249099","40.8222520624082","BBL 2-02690-0081;BBL 2-02690-0173;HFA 1611","861 East 163rd Street;873 East 162nd Street;874 East 163rd Street;876 East 163rd Street;879 East 163rd Street;881 East 162nd Street;Reverend Polite Avenue Apartments","3250953",,"861 EAST 163 STREET;873 EAST 162 STREET","3",,"Bronx","BX02: Hunts Point/Longwood","17","Bronx 129.01","2","161","2005","SENIOR LIVING OPTIONS","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"700070","333 East 102nd St.","-73.94237257448","40.7876620409036","BBL 1-01674-7501;HFA 1535","333 East 102nd St.",,,"321 EAST 102 STREET","0",,"Manhattan","MN11: East Harlem","08","Manhattan 164","1","230","2003","EAST 102ND ST REALTY","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2004","Never",,"Current","2004","Never",,"Never",
,"700074","South Cove Plaza","-74.0181710890825","40.7066776462611","BBL 1-00016-0015;HFA 1457","South Cove Plaza","13331000",,"50 BATTERY PLACE","0",,"Manhattan","MN01: Financial District","01","Manhattan 317.01","1","209","1998","DEMATTEIS BATTERY PAR","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2000","Never",,"Current","2000","Never",,"Never",
,"700076","601-613 West 57th Street","-73.992028495844","40.7708701890227","BBL 1-01105-0023;HFA 1552","601-613 West 57th Street","17730000",,"607 WEST 57 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","06","Manhattan 135","1","597",,"EE 57TH STREET NORTH","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"700077","Victory Apartments","-73.9962892706588","40.7593617264137","BBL 1-01070-0029;HFA 1473","501 West 41st Street;Victory Apartments","38349000",,"501 WEST 41 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 117","1","418","2001","501 WEST 41 STREET AS","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Finance Agency","421a Tax Exemption;Inclusionary Zoning;LIHTC 4%",,"Affordable","2004","Never",,"Current","2004","Never",,"Never",
,"700078","Theatre Row Apartments","-73.9939177987092","40.7585519277214","BBL 1-01051-7501;HFA 1459","Theatre Row Apartments",,,"420 WEST 42 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 115","1","264","2000",,"Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2001","Never",,"Current","2001","Never",,"Never",
,"700079","Tiffany Gardens","-73.8934855501762","40.8184312443069","BBL 2-02733-0004;HFA 1517","Tiffany Gardens","1947891",,"870 SOUTH SOUTHERN BOULEVARD","0",,"Bronx","BX02: Hunts Point/Longwood","17","Bronx 89","1","105","2005","TIFFANY GARDENS HDFC","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"700080","9 West 31st Street","-73.9866755948827","40.7470865341412","BBL 1-00833-7502;HFA 1625","9 West 31st Street",,,"9 WEST 31 STREET","0",,"Manhattan","MN05: Midtown","03","Manhattan 76","1","283","2004","TOWER 31 LLC","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"700081","Tribeca Landing","-74.0146606037997","40.7182445504243","BBL 1-00016-0210;HFA 1394","Tribeca Landing","29556000",,"399 CHAMBERS STREET","0",,"Manhattan","MN01: Financial District","01","Manhattan 317.01","1","340","1998","TRIBECA POINTE LLC","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","1998","Never",,"Current","1998","Never",,"Never",
,"700082","Tribeca Park","-74.0150609109026","40.7177229954159","BBL 1-00016-0200;HFA 1395","Tribeca Park","35697000",,"400 CHAMBERS STREET","0",,"Manhattan","MN01: Financial District","01","Manhattan 317.01","1","396","1998","BATTERY PARK CITY AUT","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","1999","Never",,"Current","1999","Never",,"Never",
,"700083","Union Square","-73.9911957309189","40.7344062427533","BBL 1-00565-0015;HFA 1360","Union Square","15522000",,"50 EAST 14 STREET","0",,"Manhattan","MN02: Greenwich Village/Soho","02","Manhattan 61","1","240","1900","841-853 BRAODWAY ASSO","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","1998","Never",,"Current","1998","Never",,"Never",
,"700084","Webster 421-A Apartments",,,"HFA 1488","Webster 421-A Apartments",,,,"0",,"Bronx",,,,"1","130",,,"Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2001","Never",,"Current","2001","Never",,"Never",
,"700085","35-39 West 33rd Street","-73.9868268410107","40.7487635895302","BBL 1-00835-0015;HFA 1528","35-39 West 33rd Street","10503000",,"35 WEST 33 STREET","0",,"Manhattan","MN05: Midtown","03","Manhattan 76","1","168","2002","35-39 WEST 33RD STREE","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2003","Never",,"Current","2003","Never",,"Never",
,"700086","101-117 Worth Street","-74.0034918800635","40.7160660957057","BBL 1-00170-0020;HFA 1471","101-117 Worth Street","31545000",,"99 WORTH STREET","0",,"Manhattan","MN01: Financial District","01","Manhattan 31","1","330","2001","FC FOLEY SQUARE ASSOC","Rental","Department of Finance;Housing Finance Agency","421a Tax Exemption;LIHTC 4%",,"Affordable","2003","Never",,"Current","2003","Never",,"Never",
,"700087","455 West 37th Street Apartments",,,"HFA 1608","455 West 37th Street Apartments",,,,"0",,"Manhattan",,,,"1","394",,,"Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"700088","42nd & 10th Avenue","-73.99500427018","40.7588539012209","BBL 1-01051-0001;HFA 1613","42nd & 10th Avenue","5427000",,"438 WEST 42 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 115","1","656",,"42ND AND 10TH ASSOCIA","Rental","Department of Housing Preservation & Development;Housing Finance Agency","Inclusionary Zoning;LIHTC 4%",,"Affordable","2011","Never",,"Current","2011","Never",,"Never",
,"700089","Colon Plaza Apartments","-73.9447679585246","40.7993200600103","BBL 1-01621-0024;HFA 1653;SHARS 20090694;SHARS 20120048","COLON PLAZA;Colon Plaza Apartments","106290",,"55 EAST 115 STREET","0",,"Manhattan","MN11: East Harlem","08","Manhattan 184","1","55","2009","COLON PLAZA HOUSING D","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2010","Never",,"Current","2010","Never",,"Never",
,"700090","316 Eleventh Avenue Apartments","-74.0029740595298","40.7526563484493","BBL 1-00701-0062;HFA 1650","316 Eleventh Avenue Apartments","210600",,"314 11 AVENUE","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 99","1","369","2008","ELEVENTH AVENUE L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Finance Agency","421a Tax Exemption;Inclusionary Zoning;LIHTC 4%",,"Affordable","2010","Never",,"Current","2010","Never",,"Never",
,"700091","350 West 37th Street","-73.9944306745458","40.7548383210689","BBL 1-00760-0068;HFA 1886;SHARS 20120045","350 West 37th Street;TOWER 37","902810",,"346 WEST 37 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 111","1","207","2008","TOWER 37 LLC","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2010","Never",,"Current","2010","Never",,"Never",
,"700092","320 West 38th Street","-73.992878609903","40.754994685768","BBL 1-00761-0043;HFA 1878;SHARS 20120050","320 West 38th Street;EMERALD GREEN - 320 W 38TH ST","13837500",,"310 WEST 38 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 111","1","569","2007","WEST 38TH STREET LLC","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2010","Never",,"Current","2010","Never",,"Never",
,"700095","2271 Washington Avenue","-73.893820893289","40.8550706453338","BBL 2-03038-0029;HFA 1697;SHARS 20120026","2271 Washington Avenue","242010",,"2271 WASHINGTON AVENUE","1",,"Bronx","BX06: Belmont/East Tremont","15","Bronx 385","1","118","2008","2265 WASHINGTON AVENU","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"700099","625 West 140th Street","-73.9540910755566","40.824065026094","BBL 1-02088-0016;HFA 1894;SHARS 20120058","625 West 140th Street;CASTLE GARDENS - 625 W 140TH ST","892836",,"623 WEST 140 STREET","0",,"Manhattan","MN09: Morningside Heights/Hamilton","07","Manhattan 225","2","114","2009","FORTUNE WEST 140TH ST","Rental","Housing Finance Agency","LIHTC 4%",,"Affordable","2010","Never",,"Current","2010","Never",,"Never",
,"800000","836 WASHINGTON AVE","-73.96324342237","40.6732749172193","BBL 3-01176-0093;BBL 3-01176-0094;BBL 3-01176-0097;SHARS 19900467",,"116946","Lien sold in 2011 with overdue property taxes.;Lien sold in 2011 with overdue water charges.;Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","820 WASHINGTON AVENUE;824 WASHINGTON AVENUE;836 WASHINGTON AVENUE","6",,"Brooklyn","BK08: Crown Heights/Prospect Heights","35","Brooklyn 215","3","24","1920","REPUBLIC WASHINGTON L","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1991","Never",,"Former","1991","Never",,"Never",
,"800001","2845 FREDERICK DOUGLASS BLVD",,,"SHARS 19901215",,,,,"0",,"Manhattan",,,,"5","45",,,"Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Not Affordable","1992","Never",,"Former","1992","Never",,"Never",
,"800004","1681 PRESIDENT ST","-73.9316517074695","40.6673098217002","BBL 3-01402-0047;SHARS 19901236",,"178380",,"1681 PRESIDENT STREET","0",,"Brooklyn","BK09: South Crown Heights/Lefferts Gardens","41","Brooklyn 351","1","16","1915","BG REALTY 1574, LLC","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1990","Never",,"Former","1990","Never",,"Never",
,"800005","1666 UNION ST","-73.9333923549431","40.6677225585861","BBL 3-01402-0015;SHARS 19901237",,"160380",,"1666 UNION STREET","0",,"Brooklyn","BK09: South Crown Heights/Lefferts Gardens","41","Brooklyn 351","1","16","1916","BG REALTY 1574, LLC","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1990","Never",,"Former","1990","Never",,"Never",
,"800006","1 WADSWORTH AVE","-73.9382787382886","40.8447362665804","BBL 1-02143-0001;SHARS 19900376",,"952740",,"1 WADSWORTH AVENUE","16",,"Manhattan","MN12: Washington Heights/Inwood","10","Manhattan 263","1","52","1930","615 WEST 173RD STREET","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1989","Never",,"Former","1989","Never",,"Never",
,"800007","206 W 92ND ST","-73.9730877966466","40.7915982644337","BBL 1-01239-0039;SHARS 19901188",,"1917500",,"206 WEST 92 STREET","1",,"Manhattan","MN07: Upper West Side","06","Manhattan 179","1","140","1920","SENATE RESIDENC OWRSI","Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Not Affordable","1989","Never",,"Former","1989","Never",,"Never",
,"800010","1850 Second Avenue","-73.9469545866067","40.7838737714571","BBL 1-01558-0050;SHARS 19901273","1850 Second Avenue","684450",,"1850 2 AVENUE","0",,"Manhattan","MN08: Upper East Side","04","Manhattan 156.01","1","48","1988","1850 SECOND AVENUE SE","Rental","Department of Housing Preservation & Development;Division of Housing & Community Renewal","Inclusionary Zoning;LIHTC 9%",,"Affordable","1990","Never",,"Former","1990","Never",,"Never",
,"800011","2800 BRONX PARK E","-73.8697462024423","40.8660165285529","BBL 2-04506-0001;SHARS 19900461",,"3160800",,"2700 BRONX PARK EAST","6",,"Bronx","BX11: Morris Park/Bronxdale","11","Bronx 336","3","698","1927","BRONX PARK EAST LLC","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1988","Never",,"Former","1988","Never",,"Never",
,"800012","257 LINDEN ST","-73.9154424814115","40.6977879335095","BBL 3-03326-0062;BBL 3-03326-0065;SHARS 19901218","255 LINDEN ST;257 LINDEN ST;259 LINDEN ST;261 LINDEN ST;263 LINDEN ST;265 LINDEN ST","2151360",,"255 LINDEN STREET;257 LINDEN STREET;259 LINDEN STREET;261 LINDEN STREET;263 LINDEN STREET","1",,"Brooklyn","BK04: Bushwick","37","Brooklyn 433","5","38","1931","BLACK SPRUCE PARTNERS","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Not Affordable","1990","Never",,"Former","1990","Never",,"Never",
,"800013","565 CROWN ST","-73.9393957843747","40.6659582442424","BBL 3-01412-0001;SHARS 19901257",,"1017300",,"395 ALBANY AVENUE","0",,"Brooklyn","BK09: South Crown Heights/Lefferts Gardens","35","Brooklyn 333","1","52","1924","AMBASSADOR COURT ASSO","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1993","Never",,"Former","1993","Never",,"Never",
,"800015","6 W 132ND ST","-73.9401270528681","40.8110431859598","BBL 1-01729-0041;BBL 1-01729-0044;BBL 1-01729-0046;BBL 1-01729-0051;SHARS 19901221",,"786591",,"12 WEST 132 STREET;26 WEST 132 STREET;34 WEST 132 STREET;6 WEST 132 STREET","0",,"Manhattan","MN10: Central Harlem","09","Manhattan 208","4","40","1900","WEST 132ND STREET REA","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1992","Never",,"Former","1992","Never",,"Never",
,"800016","235 East 14th Street","-73.9855057592385","40.7328960554566","BBL 1-00896-0017;SHARS 19900360","235 East 14th Street","524040",,"235 EAST 14 STREET","0",,"Manhattan","MN06: Stuyvesant Town/Turtle Bay","02","Manhattan 48","1","17","1988","235 EAST 14TH STREET","Rental","Department of Housing Preservation & Development;Division of Housing & Community Renewal","Inclusionary Zoning;LIHTC 9%",,"Affordable","1989","Never",,"Former","1989","Never",,"Never",
,"800017","20 LOCKMAN LOOP","-74.1612118246646","40.6329046486127","BBL 5-01243-0020;SHARS 19901447",,"584910",,"20 LOCKMAN LOOP","1",,"Staten Island","SI01: St. George/Stapleton","49","Staten Island 319.01","1","40","1992","BUSHWICK SHARP REALTY","Rental","Department of Finance;Division of Housing & Community Renewal","421a Tax Exemption;LIHTC 9%",,"Not Affordable","1991","Never",,"Former","1991","Never",,"Never",
,"800018","1111 Gerard Avenue","-73.9217130554621","40.8336238820708","BBL 2-02487-0042;SHARS 19901224","1111 Gerard Avenue","1173310","Delinquent for over $500 of taxes for at least one year, as of 10/2012","1111 GERARD AVENUE","0",,"Bronx","BX04: Highbridge/Concourse","16","Bronx 195","1","120","1991","SHREE GANESH BRONX, L","Rental","Department of Finance;Division of Housing & Community Renewal","421a Tax Exemption;LIHTC 9%",,"Not Affordable","1990","Never",,"Former","1990","Never",,"Never",
